datetime,open,close,low,high,amount,count,vol,DIFF,DEA,MACD,MA5,MA10,MA20,MA60
2017-10-26 00:00:00,5712.0,5875.91,5400.0,5990.0,1489.1381752904056,1020,8509059.112322,,,,,,,
2017-10-27 00:00:00,5876.0,5739.0,5669.93,5948.52,523.9276597823998,1556,3066162.752128,,,,,,,
2017-10-28 00:00:00,5743.43,5658.62,5637.63,5791.8,304.10042287940973,1561,1735743.4112686678,,,,,,,
2017-10-29 00:00:00,5656.46,5936.95,5648.03,5977.3,257.81447284099005,2452,1474286.6614307498,,,,,,,
2017-10-30 00:00:00,5940.77,6076.9,5875.0,6215.8,272.66056436039713,3477,1663914.3852595915,,,,5857.476,,,
2017-10-31 00:00:00,6076.87,6339.65,6051.36,6384.91,228.98694089293014,2507,1429026.462259,,,,5950.223999999999,,,
2017-11-01 00:00:00,6339.18,6562.73,6285.0,6590.72,352.0123955097376,5414,2268445.445944381,,,,6114.969999999999,,,
2017-11-02 00:00:00,6561.6,7026.15,6560.18,7100.0,1034.642153774561,10974,7135970.351716394,,,,6388.476,,,
2017-11-03 00:00:00,7026.15,7317.56,6850.01,7322.9,2211.3675725079047,16491,15782943.546054594,,,,6664.598,,,
2017-11-04 00:00:00,7316.88,7305.17,6967.41,7318.47,3205.7350396137986,15936,22853058.704142947,,,,6910.251999999999,6383.864,,
2017-11-05 00:00:00,7305.17,7516.94,7305.17,7542.06,1599.8071998628084,13527,11882128.846528495,,,,7145.709999999999,6547.967,,
2017-11-06 00:00:00,7512.86,7230.23,7150.01,7537.89,1132.1618172175456,14083,8345485.052964439,,,,7279.209999999999,6697.089999999999,,
2017-11-07 00:00:00,7230.23,7008.2,6969.62,7244.98,1917.3021017516342,17631,13621093.155027784,,,,7275.619999999998,6832.048,,
2017-11-08 00:00:00,7008.26,7471.72,6969.02,7486.61,3192.799142510459,18491,23305004.49957736,,,,7306.4519999999975,6985.525,,
2017-11-09 00:00:00,7468.57,7142.03,7062.77,7685.32,5076.63753240574,29186,37174740.61383843,,,,7273.823999999998,7092.0380000000005,,
2017-11-10 00:00:00,7142.04,6813.69,6706.53,7287.67,3915.4445219535123,32745,27749582.35158661,,,,7133.173999999997,7139.442,,
2017-11-11 00:00:00,6813.69,6120.88,6040.64,6940.78,5354.3462189002885,47794,34590945.23287833,,,,6911.303999999998,7095.2570000000005,,
2017-11-12 00:00:00,6120.0,6142.33,5205.0,6500.0,9379.628901843782,65457,55788952.264200434,,,,6738.129999999997,7006.875,,
2017-11-13 00:00:00,6140.1,6644.69,5648.99,6730.31,8032.876999673102,50728,49718000.61528215,,,,6572.723999999997,6939.588000000001,,
2017-11-14 00:00:00,6644.84,6455.92,6229.6,6651.23,4242.189687329774,29055,27486168.604987916,,,,6435.501999999998,6854.6630000000005,6619.263499999999,
2017-11-15 00:00:00,6452.51,7265.17,6425.0,7286.0,4667.943554480791,28655,31872301.568342052,,,,6525.797999999998,6829.486,6688.7265,
2017-11-16 00:00:00,7265.17,7427.72,7104.0,7501.0,5977.947521881715,30008,43551796.08845922,,,,6787.165999999997,6849.235000000001,6773.1625,
2017-11-17 00:00:00,7427.72,7926.39,7390.52,7950.0,9105.325012838564,46310,70494823.7876774,,,,7143.977999999997,6941.054000000001,6886.551000000001,
2017-11-18 00:00:00,7927.88,7645.91,7400.0,7950.0,6120.736694762388,36766,46767852.51090284,,,,7344.221999999997,6958.473000000001,6971.999000000001,
2017-11-19 00:00:00,7644.18,7762.96,7609.85,7825.0,4889.162513826314,26421,37839606.29455409,,,,7605.629999999997,7020.566000000002,7056.302000000001,
2017-11-20 00:00:00,7764.94,8200.24,7758.57,8247.99,5909.274721232783,31548,47425765.98872296,,,,7792.6439999999975,7159.221000000002,7149.3315,
2017-11-21 00:00:00,8205.81,8363.28,7859.51,8382.9,5722.483262293974,30255,46650955.307044245,,,,7979.755999999997,7383.461000000003,7239.3589999999995,
2017-11-22 00:00:00,8361.14,8263.69,8070.93,8399.0,6006.473503939682,29294,49557449.64277276,,,,8047.215999999998,7595.597000000003,7301.236,
2017-11-23 00:00:00,8263.72,8250.34,8070.0,8287.04,7081.189454580088,37792,58160893.45038039,,,,8168.101999999997,7756.162000000002,7347.875,
2017-11-24 00:00:00,8250.44,8133.0,7974.28,8412.99,8153.842062847464,51323,66618115.7345197,,,,8242.109999999997,7923.870000000003,7389.2665,
2017-11-25 00:00:00,8133.0,8502.56,8067.12,8555.0,5941.485116903385,54213,49219081.52875815,,,,8302.573999999997,8047.609000000002,7438.547499999999,
2017-11-26 00:00:00,8504.08,9058.0,8471.02,9059.99,6448.5687205293725,41268,56659989.731493525,,,,8441.517999999998,8210.637000000002,7529.935999999999,
2017-11-27 00:00:00,9059.0,9597.67,9050.0,9700.0,7917.640652068658,56990,74661072.23204309,,,,8708.313999999997,8377.765000000003,7659.409499999999,
2017-11-28 00:00:00,9589.05,9872.92,9450.0,9942.36,7133.6043190891005,65401,69728005.56891508,707.7658601419962,464.45458046824336,243.31127967375284,9032.829999999996,8600.466000000002,7779.469499999999,
2017-11-29 00:00:00,9873.07,10897.5,9834.05,11296.0,9829.43847753201,95481,103039568.76828876,847.3853637260199,541.0407371197987,306.34462660622125,9585.729999999996,8913.920000000002,7967.2429999999995,
2017-11-30 00:00:00,10899.81,9113.39,8860.88,11100.59,11188.34371484105,107731,112546046.42750454,804.7948851810143,593.7915667320418,211.00331844897244,9707.895999999997,9005.235,8082.228,
2017-12-01 00:00:00,9124.56,10449.92,9099.71,10686.07,8201.286247555849,69765,80874486.05586293,868.8726027291596,648.8077739314654,220.0648287976942,9986.279999999995,9213.899000000001,8298.68,
2017-12-02 00:00:00,10447.42,10707.69,10351.48,11381.0,6725.12351271433,52121,72989546.20620018,929.7371096089992,704.9936410669721,224.74346854202702,10208.283999999996,9458.299,8526.948,
2017-12-03 00:00:00,10707.71,11733.5,10707.02,11788.9,5767.305230725451,43863,64440318.28601326,1048.658679277145,773.7266487090067,274.9320305681383,10580.399999999998,9806.615000000002,8781.388500000001,
