datetime,open,close,low,high,amount,count,vol,DIFF,DEA,MACD,MA5,MA10,MA20,MA60
2019-05-06 22:00:00,4.755,4.797,4.7549,4.8222000000000005,648043.8786815421,23630,3105935.292850075,-0.03720676421113733,-0.0470978916957383,0.00989112748460097,4.7557800000000015,4.731199999999999,4.776150000000001,
2019-05-06 23:00:00,4.7969,4.8183,4.7803,4.825,273924.08561473025,12996,1315671.6394257564,-0.02946393632538502,-0.04357110062166765,0.014107164296282629,4.774200000000002,4.7377199999999995,4.771730000000001,
2019-05-07 00:00:00,4.8189,4.9389,4.8179,4.9642,1155376.569862102,42789,5656826.393716194,-0.013441334006628836,-0.03754514729865989,0.024103813292031054,4.808580000000002,4.760069999999999,4.772630000000001,
2019-05-07 01:00:00,4.9389,4.9258,4.9141,4.968,281977.1203278668,12650,1394162.293373482,-0.001779849751117446,-0.030392087789151402,0.028612238038033956,4.847000000000002,4.786879999999999,4.77437,
2019-05-07 02:00:00,4.9258,4.9462,4.9258,4.96,156843.1115734964,11646,775231.42388176,0.009004274377857335,-0.022512815355749654,0.03151708973360699,4.885240000000002,4.813669999999999,4.778530000000001,
2019-05-07 03:00:00,4.9462,4.9339,4.9128,4.9622,108007.93682666244,10355,532635.8353673927,0.01636956508428611,-0.0147363392677425,0.031105904352028608,4.912620000000002,4.834199999999999,4.78121,
2019-05-07 04:00:00,4.9339,4.9415,4.9071,4.9475,123123.09708420587,11179,606590.319229514,0.022559812047051153,-0.007277109004783769,0.02983692105183492,4.937260000000002,4.855729999999999,4.791275000000001,
2019-05-07 05:00:00,4.9414,4.9747,4.9266000000000005,4.9856,201838.04549640891,9411,1000177.7257511633,0.029801061809365592,0.0001385251580461027,0.029662536651319488,4.944420000000003,4.876499999999998,4.80266,
2019-05-07 06:00:00,4.9747,4.9426,4.9323,4.9897,248472.57163418396,10838,1233837.158196684,0.03257410863956167,0.006625641854349216,0.025948466785212454,4.9477800000000025,4.897389999999999,4.8115749999999995,
2019-05-07 07:00:00,4.9425,4.8913,4.8834,4.9462,404434.5850911719,14787,1984252.321640402,0.03028320107188609,0.01135715369785659,0.0189260473740295,4.9368000000000025,4.911019999999999,4.81924,
2019-05-07 08:00:00,4.8914,4.992,4.8914,5.0245,880368.331208354,37334,4377327.933009731,0.036176271198955945,0.016320977198076462,0.019855294000879483,4.948420000000002,4.930519999999999,4.8308599999999995,
2019-05-07 09:00:00,4.991,4.9755,4.9755,5.0488,742765.1174908456,27510,3720932.3258410627,0.039064844418752465,0.02086975064221166,0.018195093776540803,4.955220000000002,4.946239999999999,4.8419799999999995,
2019-05-07 10:00:00,4.9755,5.0299,4.9738,5.0489,807720.3710052383,35529,4050646.250515574,0.04522238931268063,0.025740278376305457,0.019482110936375176,4.966260000000001,4.955339999999998,4.857704999999999,
2019-05-07 11:00:00,5.0299,5.0012,4.9852,5.0488,800498.1321015777,29886,4018181.8097366523,0.04724186306931788,0.030040595314907943,0.017201267754409937,4.977980000000001,4.9628799999999975,4.874879999999999,
2019-05-07 12:00:00,5.001,4.98,4.96,5.012,444992.70002816105,18543,2217658.0756199067,0.04659453495193322,0.033351383242313,0.013243151709620218,4.995720000000001,4.966259999999998,4.889964999999998,
2019-05-07 13:00:00,4.9801,4.9584,4.9574,4.999,273521.8157581496,18556,1361467.644255222,0.04383330027361776,0.03544776664857395,0.008385533625043809,4.989000000000002,4.968709999999998,4.901454999999999,
2019-05-07 14:00:00,4.9584,4.97,4.9401,4.9825,234909.82994510597,14722,1166885.7517713078,0.04209577110657747,0.03677736754017465,0.00531840356640282,4.9879000000000016,4.971559999999998,4.913644999999998,
2019-05-07 15:00:00,4.97,4.9515,4.9153,4.9757,412180.63484987826,17153,2037290.5417583787,0.03877895171808099,0.03717768437575592,0.0016012673423250676,4.972220000000001,4.969239999999998,4.922869999999998,
2019-05-07 16:00:00,4.9515,4.9587,4.9315,4.963,260265.51904465831,11141,1287922.27851096,0.03631273764768572,0.03700469503014188,-0.000691957382456157,4.96372,4.970849999999999,4.934119999999998,4.879458333333333
2019-05-07 17:00:00,4.9588,4.9432,4.9383,4.9632000000000005,339593.8511850946,12575,1681183.3925443338,0.03273023103814232,0.03614980223174197,-0.0034195711935996465,4.956360000000001,4.9760399999999985,4.943529999999999,4.879548333333333
2019-05-07 18:00:00,4.9429,4.9527,4.9211,4.953,293857.2333452186,12170,1451486.1189590963,0.03030826453735358,0.03498149469286429,-0.004673230155510709,4.955220000000001,4.972109999999999,4.951314999999999,4.878958333333333
2019-05-07 19:00:00,4.9526,4.9454,4.9285,4.9528,140907.35865089198,9157,696336.9050438137,0.027482982925199018,0.03348179233933123,-0.005998809414132215,4.9503,4.969099999999998,4.95767,4.878898333333334
2019-05-07 20:00:00,4.9457,4.9709,4.9457,4.971,199356.12965282856,8092,988752.8888383018,0.026990434848152667,0.03218352084109552,-0.005193085992942853,4.954180000000001,4.963199999999999,4.95927,4.879725
2019-05-07 21:00:00,4.971,5.0163,4.9538,5.02,341567.6062419664,15109,1701409.7992507354,0.029918604476128152,0.03173053756810205,-0.0018119330919738955,4.965700000000001,4.964709999999998,4.963795,4.8814416666666665
2019-05-07 22:00:00,5.0165,4.8449,4.8286,5.0555,1603224.5723420735,57108,7859400.894760954,0.01819886723905917,0.029024203502293473,-0.010825336263234304,4.946040000000001,4.951199999999999,4.95873,4.880166666666667
2019-05-07 23:00:00,4.8449,4.8517,4.806,4.8591,530477.7690102346,19451,2564839.62266198,0.00935179256911578,0.025089721315657933,-0.015737928746542153,4.925840000000001,4.94053,4.95462,4.878771666666666
2019-05-08 00:00:00,4.8516,4.8734,4.8368,4.8884,426339.39240432,15559,2074946.9414504159,0.00404480480697611,0.020880738013921568,-0.016835933206945458,4.911440000000001,4.9308700000000005,4.9512149999999995,4.877825
2019-05-08 01:00:00,4.8735,4.892,4.8626000000000005,4.8935,156182.94409946766,8150,761688.0122608842,0.0013245744542231819,0.01696950530198189,-0.01564493084775871,4.895660000000001,4.92492,4.94708,4.8763049999999994
2019-05-08 02:00:00,4.892,4.8693,4.8689,4.904,179077.5504054491,7077,874836.376035586,-0.0026325812290357575,0.01304908799577836,-0.015681669224814117,4.8662600000000005,4.91598,4.943415,4.874629999999999
2019-05-08 03:00:00,4.8694,4.8865,4.8511,4.8877,193291.9096595836,18120,941490.43727963,-0.004330836180545639,0.00957310316051356,-0.013903939341059199,4.87458,4.910310000000001,4.943174999999999,4.874346666666666
2019-05-08 04:00:00,4.8865,4.8769,4.8723,4.8911,36947.174,5030,180403.9598102,-0.0063778355165657885,0.006382915425097691,-0.01276075094166348,4.87962,4.90273,4.9374199999999995,4.873716666666666
2019-05-08 05:00:00,4.8768,4.8956,4.8763000000000005,4.9009,36191.94688653606,3539,177007.55457837,-0.006417190147161911,0.0038228943106457703,-0.01024008445780768,4.88406,4.89775,4.933425,4.873999999999999
2019-05-08 06:00:00,4.8957,4.8964,4.8772,4.9037,86508.15096035936,5953,423015.22460327,-0.006311075511336917,0.001796100346249233,-0.008107175857586149,4.884939999999999,4.890300000000001,4.92675,4.873833333333333
2019-05-08 07:00:00,4.8964,4.8457,4.8183,4.9211,764843.9959296506,30733,3724043.2314066645,-0.010200460619891771,-0.0006032118469789681,-0.009597248772912802,4.88022,4.873240000000001,4.918975,4.873424999999999
2019-05-08 08:00:00,4.8448,4.7976,4.7635000000000005,4.8476,1161831.2420400423,42365,5587456.874057426,-0.016968492136623325,-0.0038762679049078397,-0.013092224231715487,4.86244,4.868510000000001,4.909854999999999,4.871713333333332
2019-05-08 09:00:00,4.7973,4.8664000000000005,4.7807,4.89,801514.1248110343,21502,3875239.8216379224,-0.016589388713702746,-0.006418892066666821,-0.010170496647035926,4.860340000000001,4.86998,4.9052549999999995,4.871421666666666
2019-05-08 10:00:00,4.8661,4.8615,4.85,4.8832,401495.7895462963,11227,1954874.5506388897,-0.01649420069046137,-0.008433953791425731,-0.008060246899035638,4.8535200000000005,4.868790000000001,4.89983,4.871199999999999
2019-05-08 11:00:00,4.8614,4.8625,4.8438,4.87,268698.1651677965,7864,1304719.93694356,-0.016151883000565803,-0.009977539633253745,-0.006174343367312058,4.8467400000000005,4.86584,4.89538,4.870793333333332
2019-05-08 12:00:00,4.8624,4.9321,4.8582,4.9362,665987.5644226954,15376,3272482.7816112502,-0.010147481585398133,-0.010011528023682622,-0.00013595356171551033,4.864020000000001,4.87212,4.894050000000001,4.871636666666665
2019-05-08 13:00:00,4.9322,4.9153,4.9,4.9337,411418.12901588815,9588,2022793.5249878697,-0.0066677086067299385,-0.009342764140292085,0.0026750555335621467,4.887560000000001,4.875,4.892655,4.872433333333332
2019-05-08 14:00:00,4.9153,4.9058,4.9048,4.9358,339082.3610885925,12950,1669800.7792240256,-0.0046232402205168555,-0.00839885935633704,0.003775619135820184,4.895440000000001,4.87789,4.890310000000001,4.872591666666665
2019-05-08 15:00:00,4.9063,4.8806,4.8726,4.917,326642.6151850727,12815,1598324.459307039,-0.004979018661854795,-0.0077148912174405905,0.0027358725555857956,4.899260000000001,4.87639,4.8870700000000005,4.872156666666665
2019-05-08 16:00:00,4.8807,4.8915,4.8776,4.9242,398154.6651947379,15291,1950855.730644585,-0.00433150583199815,-0.0070382141403521024,0.002706708308353952,4.905060000000001,4.8759,4.883100000000001,4.871666666666665
2019-05-08 17:00:00,4.8914,4.8945,4.8869,4.9065,180659.8561082913,10968,884547.6069891391,-0.003535517081176387,-0.006337674728516959,0.002802157647340572,4.897540000000001,4.88078,4.87701,4.871724999999998
2019-05-08 18:00:00,4.8945,4.9188,4.8903,4.9233,205372.28875187694,12040,1008050.351062124,-0.0009331268395786907,-0.005256765150729306,0.004323638311150615,4.89824,4.892899999999999,4.880705000000001,4.872654999999997
2019-05-08 19:00:00,4.9188,4.9049,4.9041,4.9350000000000005,242831.40615374886,12347,1194706.393868158,7.584909132773987e-06,-0.00420389513875689,0.004211480047889664,4.898060000000001,4.896749999999999,4.883365,4.873064999999998
2019-05-08 20:00:00,4.9043,4.8963,4.89,4.9173,181300.71648970863,8716,888892.5873808434,5.848345972836455e-05,-0.003351419419059839,0.0034099028787882035,4.901200000000001,4.900229999999999,4.884510000000001,4.875666666666664
2019-05-08 21:00:00,4.8962,4.9027,4.8916,4.9125,157741.89531622734,7890,772965.057476744,0.0006082360739014803,-0.002559488320467575,0.0031677243943690554,4.903440000000001,4.904249999999999,4.885045,4.878261666666663
2019-05-08 22:00:00,4.9027,4.8963,4.8625,4.9064,402482.8749155103,14161,1967421.887587291,0.0005214811582385792,-0.0019432944247263443,0.0024647755829649235,4.9038,4.90067,4.886395,4.880461666666664
2019-05-08 23:00:00,4.8963,4.9109,4.8899,4.9306,281758.1137063474,13732,1384051.1439750826,0.0016122403421690024,-0.001232187471347275,0.0028444278135162774,4.90222,4.900229999999999,4.887615,4.883343333333331
2019-05-09 00:00:00,4.9109,4.8868,4.8783,4.9297,298829.75082049606,13556,1464736.072972058,0.0005259435165632098,-0.000880561273765178,0.0014065047903283878,4.8986,4.89833,4.888109999999999,4.885463333333331
2019-05-09 01:00:00,4.8862,4.8791,4.878,4.9066,142708.00680291076,10619,697668.3394137323,-0.0009453824125200683,-0.0008935255015161561,-5.1856911003912145e-05,4.895160000000001,4.898179999999999,4.887284999999999,4.887563333333331
2019-05-09 02:00:00,4.8791,4.8616,4.8524,4.8841,140034.65157378354,11596,681614.7456502116,-0.003483368454821445,-0.001411494092177214,-0.002071874362644231,4.886940000000001,4.8951899999999995,4.885544999999999,4.889999999999998
2019-05-09 03:00:00,4.8616,4.8776,4.8385,4.8827,170501.70594831597,13177,828458.2398779681,-0.0041557692748028785,-0.0019603491287023466,-0.002195420146100532,4.8832,4.8934999999999995,4.88714,4.893664999999998
2019-05-09 04:00:00,4.8776,4.8782,4.8543,4.8809000000000005,112966.69632260941,11796,550060.5446905,-0.004587356592169911,-0.0024857506213958594,-0.0021016059707740517,4.876660000000001,4.88944,4.89117,4.896996666666665
2019-05-09 05:00:00,4.8782,4.8826,4.87,4.8955,71967.41816949192,4827,351511.158372911,-0.00452222008478298,-0.0028930445140732835,-0.0016291755707096961,4.875820000000001,4.8872100000000005,4.891979999999999,4.899563333333331
2019-05-09 06:00:00,4.8825,4.9025,4.8768,4.92,147005.45797003715,12509,720080.01074647,-0.002832187549539178,-0.0028808731211664622,4.868557162728427e-05,4.8805000000000005,4.887830000000001,4.894029999999999,4.902501666666664
2019-05-09 07:00:00,4.9025,4.899,4.8597,4.9157,393937.7481217887,26038,1926517.83982696,-0.001755014622501605,-0.002655701421433491,0.0009006867989318859,4.887980000000001,4.887460000000001,4.895854999999999,4.904701666666664
2019-05-09 08:00:00,4.8986,4.94,4.89,4.9471,447738.288631216,21441,2198304.0361463,0.00237957971774172,-0.0016486451935984487,0.004028224911340169,4.900460000000001,4.891830000000001,4.896249999999999,4.908139999999998
2019-05-09 09:00:00,4.9364,4.9592,4.9341,4.9949,1019849.5882766236,35529,5062391.336970226,0.007123440471861642,0.00010577193949356948,0.007017668532368073,4.916660000000001,4.896660000000001,4.898444999999999,4.911543333333331
2019-05-09 10:00:00,4.9591,4.9413,4.9278,4.9594000000000005,546661.9783259543,13552,2703942.503747135,0.009331041456178468,0.0019508258428305495,0.007380215613347918,4.928400000000001,4.90211,4.900219999999999,4.913948333333331
2019-05-09 11:00:00,4.9416,4.9454,4.93,4.9542,218839.8311904245,7692,1081197.872784459,0.011281372239262843,0.0038169351221170084,0.0074644371171458355,4.93698,4.90874,4.903459999999999,4.916066666666664
2019-05-09 12:00:00,4.9452,4.9458,4.94,4.97,243306.04091400106,9283,1205309.5905274618,0.012712755362883854,0.005596099170270378,0.007116656192613476,4.946340000000001,4.91716,4.906174999999999,4.916181666666664
2019-05-09 13:00:00,4.9459,4.9005,4.8888,4.9695,400544.97916989774,17855,1975042.1095180863,0.010075659458451902,0.006492011227906683,0.0035836482305452192,4.938440000000001,4.919449999999999,4.9064749999999995,4.915759999999998
2019-05-09 14:00:00,4.9007000000000005,4.888,4.87,4.9058,441965.7874067771,15258,2159331.2970254514,0.0068975853514645635,0.006573126052618259,0.0003244592988463045,4.924200000000001,4.92043,4.904935,4.914789999999998
2019-05-09 15:00:00,4.8885000000000005,4.8870000000000005,4.8734,4.897,228174.240697395,10981,1114459.742679211,0.004249264209506443,0.006108353683995896,-0.0018590894744894533,4.913340000000001,4.920869999999999,4.90404,4.9140083333333315
2019-05-09 16:00:00,4.8869,4.904,4.8834,4.9153,297127.86778491177,13140,1456786.54446292,0.0034820694206842973,0.005583096831333576,-0.0021010274106492786,4.905060000000001,4.921019999999999,4.904425,4.913383333333331
2019-05-09 17:00:00,4.9039,4.8934,4.8744,4.904,285807.2118978224,12370,1396513.7815322764,0.001995725134049664,0.004865622491876794,-0.0028698973578271296,4.89458,4.9204599999999985,4.90396,4.912028333333331
2019-05-09 18:00:00,4.8938,4.8741,4.8534,4.901,168584.87327971382,8293,823026.7707739965,-0.0007311340664086785,0.003746271180219699,-0.004477405246628378,4.8893,4.913869999999998,4.90285,4.910886666666665
2019-05-09 19:00:00,4.8748000000000005,4.8516,4.8406,4.875,327983.5042450343,12121,1591686.1318004208,-0.004654101997634719,0.002066196544648816,-0.0067202985422835345,4.882020000000001,4.903109999999998,4.899885,4.910224999999998
2019-05-09 20:00:00,4.8517,4.805,4.7988,4.8522,700325.8314355044,21483,3375192.34943748,-0.011391993089078234,-0.000625441382096594,-0.010766551706981639,4.865620000000001,4.889479999999998,4.8957950000000015,4.907108333333331
2019-05-09 21:00:00,4.8049,4.8391,4.7924,4.8457,385638.80477262195,17052,1858666.1345927757,-0.013820916387627058,-0.0032645363832026868,-0.010556380004424371,4.852640000000001,4.878849999999998,4.893795000000002,4.904834999999997
2019-05-09 22:00:00,4.8391,4.8229,4.8172,4.8391,134064.2406956293,8656,647177.4497407051,-0.016858723343610826,-0.005983373775284314,-0.010875349568326512,4.838540000000001,4.866559999999998,4.891860000000002,4.901384999999997
2019-05-09 23:00:00,4.8231,4.8171,4.8098,4.8359000000000005,305216.5651479777,12195,1471743.9873578255,-0.019509327387830844,-0.00868856449779362,-0.010820762890037224,4.827140000000001,4.858219999999998,4.888835000000002,4.8983166666666635
2019-05-10 00:00:00,4.8157,4.8275,4.8157,4.841,177891.717578298,8082,858900.0391790263,-0.020534053321190626,-0.011057662262473022,-0.009476391058717604,4.82232,4.852169999999999,4.886300000000002,4.895774999999997
2019-05-10 01:00:00,4.8286,4.8061,4.8035,4.8293,153993.137385286,8457,741578.81694947,-0.02281001747614564,-0.013408133305207546,-0.009401884170938093,4.822540000000001,4.844079999999999,4.882475000000002,4.893236666666664
2019-05-10 02:00:00,4.806,4.7909,4.785,4.8095,146722.16150884872,7203,704007.0175096804,-0.02554577266904623,-0.01583566117797528,-0.009710111491070948,4.812900000000001,4.832769999999998,4.876895000000002,4.890251666666663
2019-05-10 03:00:00,4.7909,4.7935,4.7832,4.8015,83164.65433489849,5063,398533.2915119586,-0.027190643288337313,-0.018106657600047687,-0.009083985688289626,4.80702,4.822779999999999,4.871620000000002,4.8876183333333305
2019-05-10 04:00:00,4.7926,4.8171,4.7844,4.8223,119236.83762739242,6555,573144.43771574,-0.026286873622103357,-0.01974270080445882,-0.006544172817644536,4.80702,4.817079999999999,4.865475000000002,4.885258333333329
2019-05-10 05:00:00,4.8171,4.8355,4.8133,4.87,227110.52142685364,10995,1101011.6107918606,-0.023811420195599453,-0.02055644468268695,-0.0032549755129125044,4.8086199999999995,4.8154699999999995,4.859290000000001,4.88346333333333
2019-05-10 06:00:00,4.8358,4.8361,4.8017,4.843,266022.00060032605,11165,1283821.6175496562,-0.021552743919043493,-0.020755704529958258,-0.0007970393890852356,4.81462,4.818579999999999,4.854030000000002,4.8815199999999965
2019-05-10 07:00:00,4.8362,4.8515,4.83,4.8725000000000005,293325.2988289813,13921,1422967.4837216374,-0.018309020409844834,-0.020266367705935574,0.0019573472960907404,4.826739999999999,4.819819999999999,4.849335000000002,4.879954999999996
2019-05-10 08:00:00,4.8514,4.6605,4.6512,4.859,720813.9527256147,20986,3429114.099985168,-0.0307954590233237,-0.0223721859694132,-0.008423273053910503,4.800139999999999,4.803579999999999,4.835070000000001,4.874781666666664
2019-05-10 09:00:00,4.6605,4.72,4.5809999999999995,4.7201,1575139.9304565496,44064,7356639.60634906,-0.03548089715042657,-0.024993928205615874,-0.010486968944810698,4.780719999999999,4.79387,4.8260450000000015,4.869843333333331
2019-05-10 10:00:00,4.72,4.7135,4.6901,4.7536000000000005,814386.7365132606,30015,3850265.06672698,-0.03926600226823762,-0.027848343018140223,-0.011417659250097398,4.756319999999999,4.782469999999999,4.8173200000000005,4.867653333333331
2019-05-10 11:00:00,4.7136,4.7128,4.7077,4.7743,501492.5718581438,23499,2374830.5007648338,-0.041839905112468934,-0.030646655437005964,-0.01119324967546297,4.73166,4.77314,4.808610000000001,4.865338333333331
2019-05-10 12:00:00,4.7129,4.9181,4.7052,4.949,1572334.950038738,52222,7686811.459394943,-0.02700247964726543,-0.029917820279057858,0.0029153406317924263,4.744979999999999,4.78586,4.809315000000001,4.866083333333331
2019-05-10 13:00:00,4.9179,4.8696,4.8511,4.922,417291.0731422151,20393,2035477.8708013175,-0.018938941409317067,-0.0277220445051097,0.008783103095792631,4.7867999999999995,4.793469999999999,4.808125000000001,4.865709999999997
2019-05-10 14:00:00,4.8697,4.8901,4.8683,4.9,258753.5611515039,11261,1263986.0546911093,-0.010770198443297296,-0.02433167529274722,0.013561476849449923,4.820819999999999,4.80077,4.808925000000001,4.8660566666666645
2019-05-10 15:00:00,4.8901,4.8908000000000005,4.8666,4.9025,517227.67399881664,25485,2525692.722459551,-0.004191608387944079,-0.02030366191178659,0.016112053523842512,4.85628,4.8063,4.810885000000001,4.866128333333331
2019-05-10 16:00:00,4.8909,4.8453,4.8212,4.9036,543695.5593425105,27412,2639527.3142238106,-0.0026193044028337553,-0.016766790409996023,0.014147486007162268,4.8827799999999995,4.80722,4.812900000000001,4.865601666666665
2019-05-10 17:00:00,4.8453,4.836,4.8137,4.851,228187.77526756033,14989,1103196.6648029494,-0.0020994730252930083,-0.013833326933055421,0.011733853907762413,4.86636,4.80567,4.812745000000001,4.864608333333332
2019-05-10 18:00:00,4.8358,4.8185,4.8128,4.855,191775.67497824333,10954,927744.8180490497,-0.0030642835069887298,-0.011679518247842084,0.008615234740853354,4.856140000000001,4.82147,4.812525000000001,4.863309999999998
2019-05-10 19:00:00,4.8186,4.817,4.7881,4.8254,365988.46452540514,14518,1761042.465725857,-0.0039049266649326952,-0.010124599931260206,0.006219673266327511,4.841520000000001,4.83117,4.812520000000001,4.862831666666664
2019-05-10 20:00:00,4.817,4.8169,4.801,4.829,220903.4117085573,11089,1063797.0952173085,-0.004527026840929871,-0.009005085313194139,0.004478058472264268,4.82674,4.841510000000001,4.811990000000001,4.86315333333333
2019-05-10 21:00:00,4.8169,4.8252,4.8056,4.8367,153112.72848611968,8701,738250.1008141546,-0.004300728952141952,-0.008064214040983701,0.0037634850888417486,4.82272,4.852750000000001,4.812945000000001,4.862466666666664
