datetime,open,close,low,high,amount,count,vol,macd,macdsignal,macdhist,MA5,MA10,MA20,MA60
2019-02-17 04:00:00,3634.46,3636.93,3629.65,3637.03,381.862723904032,2604,1387505.9080133622,6.775583857534912,5.950293475007114,0.8252903825277977,3631.250000000001,3630.7299999999987,3623.655000000001,
2019-02-17 05:00:00,3636.94,3631.49,3629.27,3639.14,253.47991010078965,2353,920865.991481,6.51311235924004,6.062857251853699,0.450255107386341,3631.4900000000007,3631.436999999999,3624.844000000001,
2019-02-17 06:00:00,3631.5,3627.92,3626.26,3632.1,345.3317915341843,2207,1253004.4720005237,5.948462469017613,6.039978295286482,-0.09151582626886867,3631.548000000001,3631.958999999999,3625.631500000001,
2019-02-17 07:00:00,3628.05,3615.75,3613.19,3629.55,710.8554544938683,5444,2573688.707054603,4.46745799697419,5.725474235624024,-1.2580162386498337,3629.3100000000004,3630.334999999999,3625.203500000001,
2019-02-17 08:00:00,3615.76,3622.45,3613.43,3629.19,836.4019967934655,6872,3030193.640180548,3.7906885901370515,5.338517106526629,-1.5478285163895773,3626.908000000001,3628.858999999999,3625.4070000000006,
2019-02-17 09:00:00,3622.74,3627.9,3615.09,3629.55,504.89592147986866,6108,1829972.2977182346,3.652015253268928,5.001216735875088,-1.3492014826061602,3625.102000000001,3628.1759999999986,3626.0200000000004,
2019-02-17 10:00:00,3627.89,3628.45,3625.74,3632.49,539.7216765353924,5430,1958807.5204030923,3.5456242884488347,4.710098246389838,-1.164473957941003,3624.494000000001,3627.9919999999984,3626.6050000000005,
2019-02-17 11:00:00,3628.42,3629.73,3627.29,3631.56,430.44736847926725,3936,1562531.9422000146,3.5239718312427613,4.472872963360422,-0.948901132117661,3624.856000000001,3628.2019999999984,3627.1665000000003,
2019-02-17 12:00:00,3629.75,3638.26,3626.79,3641.56,567.5292607762452,4893,2061093.6389139947,4.147304272677047,4.407759225223748,-0.26045495254670037,3629.3580000000015,3629.333999999998,3628.179,
2019-02-17 13:00:00,3638.55,3640.84,3633.36,3641.15,525.7808175204009,5318,1912118.955267082,4.794219384653388,4.485051257109676,0.30916812754371215,3633.0360000000014,3629.971999999999,3629.225,3614.2556666666683
2019-02-17 14:00:00,3640.74,3637.1,3632.19,3642.95,507.18806406740583,4783,1844221.6205077406,4.948079151761249,4.57765683603999,0.3704223157212585,3634.8760000000016,3629.9889999999987,3630.3595,3614.7221666666683
2019-02-17 15:00:00,3637.17,3640.5,3637.0,3643.21,544.3486388926747,4487,1981057.5759215502,5.283461258164607,4.718817720464914,0.564643537699693,3637.2860000000014,3630.8899999999985,3631.1635,3615.3361666666683
2019-02-17 16:00:00,3640.74,3637.55,3636.91,3643.57,480.1576345318877,4247,1747204.7290441585,5.250686996706918,4.825191575713315,0.42549542099360327,3638.8500000000013,3631.852999999999,3631.9060000000004,3616.016166666668
2019-02-17 17:00:00,3637.55,3641.22,3636.68,3645.0,510.9839630934292,4326,1860459.3855352858,5.457935800445739,4.9517404206597995,0.5061953797859395,3639.4420000000014,3634.399999999999,3632.3675000000003,3616.680166666668
2019-02-17 18:00:00,3641.25,3627.46,3619.99,3699.0,2890.1069102607776,16492,10569263.007391635,4.46044770308481,4.853481877144802,-0.3930341740599914,3636.766000000001,3634.9009999999994,3631.88,3617.2390000000014
2019-02-17 19:00:00,3627.46,3624.38,3618.85,3638.35,900.2041683120361,5653,3267278.4532350525,3.382410615943627,4.5592676249045665,-1.1768570089609396,3634.2220000000007,3634.548999999999,3631.3625000000006,3617.8083333333348
2019-02-17 20:00:00,3624.38,3612.6,3611.0,3627.94,1310.3733439004568,6739,4743364.008741035,1.5595335748394064,3.9593208148915346,-2.3997872400521283,3628.6420000000007,3632.963999999999,3630.4780000000014,3618.067666666668
2019-02-17 21:00:00,3612.36,3613.08,3600.0,3617.44,1139.9482068179295,5923,4116025.679076293,0.15187169277942303,3.1978309904691122,-3.045959297689689,3623.748000000001,3631.298999999999,3629.750500000001,3618.2273333333346
2019-02-17 22:00:00,3613.07,3622.26,3613.07,3626.02,646.9701395891964,4858,2342245.8298544264,-0.2204203423702893,2.514180723901232,-2.734601066271521,3619.956000000001,3629.698999999999,3629.5165000000006,3618.4818333333346
2019-02-17 23:00:00,3622.26,3622.05,3620.46,3626.95,451.0606092970917,4028,1634484.895130522,-0.5263423603096271,1.90607610705906,-2.432418467368687,3618.874000000001,3627.819999999999,3628.8960000000006,3618.619833333335
2019-02-18 00:00:00,3622.11,3621.11,3616.8,3630.0,727.895393400807,4673,2638177.8498519063,-0.8350124044463882,1.3578584047579703,-2.1928708092043587,3618.220000000001,3626.220999999999,3628.105000000001,3618.6393333333344
2019-02-18 01:00:00,3621.1,3626.8,3620.63,3627.94,385.51617851350585,2919,1397674.1955194299,-0.613428964331888,0.9636009309399987,-1.5770298952718866,3621.0600000000013,3624.8509999999997,3627.870500000001,3618.8673333333345
2019-02-18 02:00:00,3626.8,3616.64,3611.0,3627.09,532.5461886834825,2735,1927348.253528899,-1.243317391999426,0.5222172663521137,-1.7655346583515397,3621.7720000000018,3622.7599999999998,3627.306500000001,3618.895500000001
2019-02-18 03:00:00,3616.61,3621.29,3611.0,3623.15,428.29940502941895,2906,1549026.084575,-1.3517106912604504,0.1474316748296009,-1.4991423660900514,3621.5780000000013,3620.767,3627.5835000000006,3618.987666666668
2019-02-18 04:00:00,3621.33,3622.1,3617.31,3625.55,365.2480009499116,2313,1322802.655756,-1.3566147212654869,-0.15337760438941667,-1.2032371168760703,3621.588000000001,3620.2309999999998,3627.566000000001,3619.198166666668
2019-02-18 05:00:00,3622.1,3627.73,3620.81,3644.63,903.5942183804956,5286,3282975.08559139,-0.8958801040753315,-0.30187810432659967,-0.5940019997487318,3622.912000000001,3620.566,3627.5575000000013,3619.5986666666677
2019-02-18 06:00:00,3628.05,3641.92,3621.0,3653.31,863.6934495189087,4485,3143954.1648041387,0.6072695829434451,-0.12004856687259069,0.7273181498160358,3625.9360000000015,3623.4979999999996,3628.231000000001,3620.035166666668
2019-02-18 07:00:00,3641.97,3668.51,3641.65,3684.49,1400.4834828610608,6548,5129291.486036451,3.899170111713829,0.6837951688446933,3.215374942869136,3636.310000000002,3629.0409999999997,3630.170000000001,3621.0598333333346
2019-02-18 08:00:00,3668.51,3700.75,3657.4,3708.09,1853.8717572153462,8848,6817180.305083006,9.00571132244022,2.348178399563799,6.657532922876421,3652.202000000002,3636.8899999999994,3633.2945000000013,3622.4361666666678
2019-02-18 09:00:00,3700.75,3694.12,3668.68,3777.0,3497.5275089499273,14703,12961171.904021133,12.37504462061679,4.353551643774397,8.021492976842394,3666.606000000002,3644.0969999999993,3635.9585000000015,3623.6890000000008
2019-02-18 10:00:00,3693.9,3715.05,3688.6,3722.16,1431.9709243729978,6895,5307791.090340193,16.543439146303626,6.7915291442802435,9.751910002023383,3684.070000000002,3653.4909999999995,3639.856000000001,3625.856500000001
2019-02-18 11:00:00,3715.03,3732.43,3712.94,3740.0,1877.2481909630517,8556,6999638.789499264,21.00718483855053,9.6346602831343,11.372524555416229,3702.1720000000014,3664.053999999999,3644.452500000001,3628.286833333334
2019-02-18 12:00:00,3732.9,3718.14,3707.15,3737.98,1196.554135312359,7433,4452529.426119049,23.125080354259353,12.33274429735931,10.792336056900043,3712.098000000002,3674.2039999999993,3648.482000000001,3630.364500000001
2019-02-18 13:00:00,3718.14,3719.84,3703.69,3720.0,1038.6685848345671,6908,3854025.9196515465,24.656479059111007,14.79749124970965,9.858987809401357,3715.916000000002,3684.0589999999997,3652.4130000000005,3632.408333333334
2019-02-18 14:00:00,3719.88,3731.24,3712.88,3735.99,879.3988275716949,6602,3277033.683189675,26.48470905226668,17.134934810221054,9.349774242045626,3723.3400000000024,3694.9729999999995,3657.6020000000003,3634.5956666666675
2019-02-18 15:00:00,3731.75,3731.65,3730.06,3760.0,1144.355321093281,9065,4281760.676948194,27.647969485055455,19.237541745187933,8.410427739867522,3726.6600000000026,3705.3649999999993,3662.9655,3636.8490000000006
2019-02-18 16:00:00,3731.64,3734.05,3729.9,3754.29,844.3068210924707,6979,3158606.871938813,28.435732280145203,21.077179852179388,7.358552427965815,3726.9840000000027,3714.578,3669.0379999999996,3639.083166666667
2019-02-18 17:00:00,3734.08,3743.29,3733.0,3757.64,468.3196448124342,5908,1753131.5831699204,29.465965441197113,22.754936969982932,6.711028471214181,3732.014000000003,3722.0559999999996,3675.5484999999994,3641.5110000000004
2019-02-18 18:00:00,3743.2,3727.0,3720.57,3750.34,876.749594537841,8075,3274057.8236967684,28.63784651676542,23.93151887933943,4.706327637425993,3733.4460000000026,3724.6809999999996,3680.7854999999995,3643.627833333334
2019-02-18 19:00:00,3726.92,3743.0,3726.92,3758.23,1383.6612191181316,10262,5170545.087778631,28.93903144472597,24.933021392416737,4.006010052309232,3735.7980000000025,3729.5689999999995,3686.8329999999996,3645.9945000000007
2019-02-18 20:00:00,3742.97,3768.2,3731.05,3774.18,2387.41735377468,16184,8954871.23902422,30.85546942025394,26.117510997984176,4.737958422269763,3743.1080000000024,3734.883999999999,3694.187499999999,3648.6491666666675
2019-02-18 21:00:00,3768.5,3822.59,3753.22,3844.0,4037.5069860366057,23178,15349484.705477428,36.34412630227416,28.162834058842172,8.18129224343199,3760.8160000000025,3743.8999999999987,3703.976999999999,3652.2305000000006
2019-02-18 22:00:00,3822.59,3809.48,3800.0,3845.99,2642.8518801151204,17002,10106347.75424588,39.18436600981386,30.36714044903651,8.817225560777349,3774.0540000000024,3753.0339999999987,3713.618999999999,3655.5190000000007
2019-02-18 23:00:00,3809.46,3823.42,3793.9,3828.88,1818.618583145711,13356,6934041.757800649,42.07510235036716,32.70873282930264,9.36636952106452,3793.338000000002,3763.3919999999985,3723.725499999999,3658.837500000001
2019-02-19 00:00:00,3822.98,3873.02,3822.87,3921.0,4408.906834626508,29939,17086583.42705659,47.81713108042595,35.7304124795273,12.08671860089865,3819.342000000002,3777.5699999999983,3736.271499999999,3663.0815000000007
2019-02-19 01:00:00,3872.69,3885.45,3847.0,3902.1,1895.9948346359572,13305,7340388.733102958,52.76251391929918,39.13683276748168,13.625681151817503,3842.792000000002,3792.949999999998,3749.157499999999,3667.578333333334
2019-02-19 02:00:00,3885.35,3905.01,3880.37,3916.51,1924.504596779204,11472,7509631.2279164735,57.5961612840083,42.828698470787,14.7674628132213,3859.2760000000026,3810.0459999999975,3762.311999999999,3672.3826666666673
2019-02-19 03:00:00,3905.0,3900.01,3900.0,3919.44,1232.8942790259998,9228,4815200.574768691,60.32798003090011,46.328554782809626,13.999425248090482,3877.3820000000023,3825.717999999998,3773.886999999999,3677.074500000001
2019-02-19 04:00:00,3900.0,3901.11,3887.05,3906.0,1226.086244167158,8562,4780236.193742528,61.86854480375405,49.43655278699851,12.431992016755537,3892.920000000002,3843.128999999998,3783.904999999999,3681.792833333334
2019-02-19 05:00:00,3901.11,3886.92,3885.15,3911.49,670.5411548134948,5370,2616020.779919738,61.23851954255679,51.796946138110165,9.441573404446622,3895.7000000000016,3857.520999999998,3793.544999999999,3686.242833333334
2019-02-19 06:00:00,3886.7,3891.46,3855.0,3894.16,1230.5338388683747,8988,4777165.276243852,60.40920038301374,53.51939698709088,6.889803395922861,3896.902000000001,3869.846999999998,3802.365499999999,3690.8603333333335
2019-02-19 07:00:00,3891.86,3899.54,3885.05,3905.0,968.0014440318755,8489,3771934.148566241,59.71558337330953,54.75863426433461,4.956949108974918,3895.808000000001,3877.5419999999976,3810.720999999999,3695.445666666667
2019-02-19 08:00:00,3899.54,3947.48,3897.69,3972.41,3015.346163162781,20981,11867888.419251699,62.315905278830996,56.27008846723389,6.045816811597106,3905.302000000001,3891.341999999998,3822.187999999999,3700.858666666667
2019-02-19 09:00:00,3948.25,3877.6,3858.8,3948.65,3055.3503194791383,19527,11919168.193191055,58.06856881986505,56.62978453776012,1.4387842821049261,3900.600000000001,3896.7599999999975,3830.0759999999996,3704.9521666666674
2019-02-19 10:00:00,3877.6,3872.08,3870.65,3895.1,1199.7344813955206,10307,4654558.059137221,53.63879160762872,56.031585951733845,-2.392794344105127,3897.6320000000005,3896.6659999999983,3837.1179999999995,3708.8666666666672
2019-02-19 11:00:00,3872.1,3884.98,3870.72,3888.46,904.5801816706064,6874,3509025.0875724102,50.585959984279725,54.94246075824302,-4.3565007739632975,3896.3360000000007,3896.618999999999,3844.7844999999993,3713.0375000000004
2019-02-19 12:00:00,3884.24,3897.75,3879.25,3904.0,1061.1777281138218,9220,4131101.658402777,48.636351618587014,53.68123893031182,-5.044887311724807,3895.9780000000005,3895.8929999999987,3852.9694999999992,3717.495166666667
2019-02-19 13:00:00,3897.75,3890.85,3878.85,3905.0,1052.0889808319462,12641,4095835.687180204,46.00419290907166,52.14582972606379,-6.141636816992126,3884.6520000000005,3894.976999999998,3860.3475,3721.882166666667
2019-02-19 14:00:00,3890.9,3899.1,3886.85,3902.16,843.9885867992818,11515,3285355.0460184743,44.075815653365225,50.53182691152408,-6.456011258158853,3888.952,3894.775999999998,3868.9525000000003,3726.4181666666673
2019-02-19 15:00:00,3899.98,3914.96,3898.4,3915.0,1124.2794088055205,12244,4394229.628917663,43.327875459824554,49.09103662118417,-5.763161161359619,3897.5280000000007,3897.579999999998,3877.5505000000003,3731.093166666667
2019-02-19 16:00:00,3915.0,3911.27,3888.32,3919.0,1249.2928138265756,15188,4884194.611056327,41.95375849383299,47.663580995713936,-5.709822501880943,3902.786000000001,3899.560999999998,3884.7040000000006,3735.6655000000005
2019-02-19 17:00:00,3911.9,3892.92,3879.95,3919.0,1431.3784602123492,17327,5588162.997788845,38.935247953596445,45.91791438729044,-6.982666433693993,3901.820000000001,3898.8989999999976,3888.220500000001,3740.022666666667
2019-02-19 18:00:00,3892.8,3893.69,3874.45,3900.0,1209.0245181801797,14649,4699006.3491845345,36.188036015193575,43.971938712871065,-7.78390269767749,3902.3880000000013,3893.5199999999977,3892.4310000000014,3744.4521666666674
2019-02-19 19:00:00,3893.69,3898.0,3888.25,3899.44,731.063191357908,8627,2846352.6624742863,33.96708038236875,41.9709670467706,-8.003886664401854,3902.1680000000006,3895.5599999999977,3896.160000000001,3749.156333333334
2019-02-19 20:00:00,3898.0,3913.26,3897.95,3916.49,942.2911727066798,11403,3682893.031071601,33.05724813007146,40.18822326343077,-7.130975133359314,3901.8280000000013,3899.6779999999976,3898.172000000001,3754.0031666666673
2019-02-19 21:00:00,3913.25,3970.0,3903.0,3986.93,2839.4904314385394,20114,11227285.654586513,36.493963623227955,39.44937133539021,-2.9554077121622555,3913.5740000000014,3908.1799999999976,3902.399500000001,3759.704833333334
2019-02-19 22:00:00,3970.0,3951.75,3934.52,4001.0,3560.428841479457,21604,14153748.165670605,37.31482090563577,39.022461249439324,-1.7076403438035541,3925.340000000001,3913.579999999997,3904.7365000000013,3765.093166666667
2019-02-19 23:00:00,3951.75,3971.15,3949.25,3981.65,1296.5747012484676,12724,5138963.884964242,39.08028093139001,39.034025185829464,0.04625574556054346,3940.832000000001,3921.609999999998,3908.293500000001,3770.7835
2019-02-20 00:00:00,3971.05,3965.37,3963.33,3985.0,2443.987851887727,13137,9700887.461113991,39.55703416032702,39.13862698072897,0.41840717959804863,3954.3060000000005,3928.2369999999983,3911.506500000001,3776.235333333333
2019-02-20 01:00:00,3965.37,3963.05,3945.39,3969.01,1074.0596518797838,10807,4252192.483308576,39.29469513273807,39.169840611130795,0.12485452160727561,3964.2640000000006,3933.0459999999985,3915.313000000001,3781.6054999999997
2019-02-20 02:00:00,3962.9,3949.92,3945.0,3962.91,761.4775113705872,7292,3009202.365638788,37.59394865661852,38.85466222022834,-1.2607135636098192,3960.248000000001,3936.9109999999987,3918.236000000001,3786.8191666666667
2019-02-20 03:00:00,3949.92,3967.27,3948.2,3970.38,702.0092393877133,7581,2780540.48982294,37.2170794954809,38.52714567527885,-1.3100661797979498,3963.352000000001,3944.3459999999986,3921.6225000000013,3792.2653333333333
2019-02-20 04:00:00,3967.67,3949.88,3948.0,3967.95,587.047991404195,6064,2321835.047719495,35.11044890489757,37.84380632120259,-2.733357416305026,3959.098000000001,3949.964999999998,3921.7425000000017,3797.4708333333333
2019-02-20 05:00:00,3949.89,3915.72,3901.0,3964.0,1072.7431238305237,10879,4221248.582510117,30.334821531592297,36.34200936328053,-6.007187831688235,3949.1680000000015,3951.7369999999983,3923.6485000000016,3802.045833333333
2019-02-20 06:00:00,3915.69,3936.65,3914.53,3949.61,953.6808709656624,9279,3752763.5882309163,27.917166791463387,34.657040848917106,-6.739874057453719,3943.8880000000017,3954.075999999998,3926.8770000000013,3807.199
2019-02-20 07:00:00,3936.66,3909.88,3908.0,3937.13,987.1705186781568,8526,3872454.9455518997,23.569349923368918,32.43950266380747,-8.870152740438549,3935.880000000002,3948.0639999999976,3928.1220000000017,3811.9573333333333
2019-02-20 08:00:00,3909.89,3894.27,3877.77,3919.31,1304.7546246424351,15092,5081157.809546548,18.649101950663862,29.681422521178746,-11.032320570514884,3921.2800000000016,3942.3159999999975,3927.9480000000017,3816.651833333333
2019-02-20 09:00:00,3894.29,3911.67,3879.21,3913.0,982.1851830551446,8929,3829002.766622709,15.969715625032677,26.939081141949533,-10.969365516916856,3913.6380000000017,3936.367999999997,3928.9890000000014,3821.6283333333336
2019-02-20 10:00:00,3911.65,3914.98,3898.25,3915.0,891.4771755088951,6429,3483619.3896822412,13.952535847115996,24.341772082982825,-10.389236235866829,3913.4900000000025,3931.328999999997,3929.783000000001,3826.507
2019-02-20 11:00:00,3914.97,3913.53,3910.0,3928.3,909.6357543465679,6466,3564501.009951395,12.09745156701456,21.89290797978917,-9.795456412774612,3908.8660000000027,3926.3769999999968,3929.7115000000003,3831.3650000000002
2019-02-20 12:00:00,3913.52,3900.62,3900.0,3920.05,607.4891637122402,5651,2376333.079724104,9.476317711470529,19.40958992612544,-9.933272214654913,3907.014000000002,3921.4469999999974,3929.179,3836.0235000000007
2019-02-20 13:00:00,3900.67,3904.48,3891.5,3908.61,989.7664368965756,8202,3859812.103914604,7.622650813691507,17.052202103638656,-9.429551289947149,3909.056000000002,3915.167999999998,3929.757,3840.651500000001
2019-02-20 14:00:00,3904.48,3903.22,3894.7,3911.97,2015.1280977188326,7732,7863854.093949319,5.9829670525978145,14.838355093430488,-8.855388040832674,3907.366000000002,3910.501999999998,3930.2335,3845.427833333334
2019-02-20 15:00:00,3903.22,3913.24,3902.0,3950.0,1240.1983540514736,7534,4857923.4903431,5.429448811824841,12.956573837109358,-7.527125025284517,3907.0180000000023,3910.253999999998,3930.9955,3850.293666666667
2019-02-20 16:00:00,3913.25,3935.44,3907.81,3940.0,985.3037984918063,6951,3864783.2523523225,6.704846784874007,11.706228426662289,-5.0013816417882815,3911.4000000000024,3910.132999999998,3932.1045000000004,3855.5160000000005
2019-02-20 17:00:00,3936.0,3934.4,3922.02,3941.14,1235.2298023614821,9274,4856598.5018422855,7.544718737719904,10.873926488873812,-3.3292077511539073,3918.1560000000027,3912.584999999998,3930.3245,3860.6271666666667
2019-02-20 18:00:00,3934.39,3967.05,3926.14,3976.0,2259.6019593127585,15195,8944289.48570473,10.721316777839093,10.843404546666868,-0.12208776882777528,3930.670000000003,3919.862999999999,3931.0895000000005,3866.046
2019-02-20 19:00:00,3967.18,3958.81,3946.0,3970.22,1143.399172777521,8326,4522692.364769515,12.430602230606382,11.160844083454771,1.2697581471516113,3941.7880000000027,3924.576999999999,3930.4725000000008,3870.884333333333
